pangomm-2.48 2.56.1-1.2
papers 50.0-1.1
parallel 20260322-1
parted 3.7-1.1
paru 2.1.0-2
passim 0.1.10-1.1
passt 2026_01_20.386b5f5-1.1
patch 2.8-1.1
pavucontrol 1:6.2-1.1
pcaudiolib 1.3-1.1
pciutils 3.15.0-1
pcre 8.45-4.1
pcre2 10.47-1.1
pcsclite 2.4.1-1.1
perl 5.42.1-1.1
perl-class-inspector 1.36-10
perl-clone 0.50-1.1
perl-encode-locale 1.05-15
perl-error 0.17030-3
perl-file-listing 6.16-6
perl-file-sharedir 1.118-8
perl-html-parser 3.83-2.1
perl-html-tagset 3.24-4
perl-http-cookiejar 0.014-5
perl-http-cookies 6.11-4
perl-http-daemon 6.16-6
perl-http-date 6.06-5
perl-http-message 7.01-2
perl-http-negotiate 6.01-16
perl-io-html 1.004-8
perl-libwww 6.82-1
perl-lwp-mediatypes 6.04-8
perl-mailtools 2.22-3
perl-net-http 6.24-2
perl-timedate 2.35-1
perl-try-tiny 0.32-4
perl-uri 5.34-2
perl-www-robotrules 6.02-16
perl-xml-parser 2.53-1.1
perl-xml-writer 0.900-6
pigz 2.8-2.1
pinentry 1.3.2-2.1
pipewire 1:1.6.2-1.1
pipewire-alsa 1:1.6.2-1.1
pipewire-audio 1:1.6.2-1.1
pipewire-pulse 1:1.6.2-1.1
pixman 0.46.4-1.1
pkcs11-helper 1.31.0-1.1
pkgconf 2.5.1-1.1
pkgfile 25-2.1
playerctl 2.4.1-5.1
plocate 1.1.24-1.1
plymouth 24.004.60-14.1
pngquant 3.0.3-2.1
podman 5.8.1-2.1
podman-compose 1.5.0-2
podofo 0.10.4-3.2
polkit 127-3.1
poppler 26.03.0-1.1
poppler-data 0.4.12-2
poppler-glib 26.03.0-1.1
popt 1.19-2.1
portaudio 1:19.7.0-4.1
power-profiles-daemon 0.30-3
ppp 2.5.2-1.1
procps-ng 4.0.6-1.1
protobuf 34.1-1.1
protobuf-c 1.5.2-9.1
proton-vpn-cli 0.1.9-1
proton-vpn-daemon 0.13.6-1
proton-vpn-gtk-app 4.15.1-1
psmisc 23.7-1.1
pugixml 1.15-3.1
pv 1.10.5-1.1
python 3.14.3-2
python-aiohappyeyeballs 2.6.1-4
python-aiohttp 3.13.5-1
python-aiosignal 1.4.0-3
python-annotated-types 0.7.0-3
python-argcomplete 3.6.3-1
python-attrs 26.1.0-1
python-bcc 0.36.1-3.1
python-bcrypt 5.0.0-2.1
python-beautifulsoup4 4.14.3-2
python-cairo 1.29.0-2.1
python-certifi 2026.02.25-1
python-cffi 2.0.0-2.1
python-charset-normalizer 3.4.7-1.1
python-click 8.3.2-1
python-cryptography 46.0.7-1.1
python-cssselect 1.4.0-1
python-dbus 1.4.0-2
python-dbus-fast 4.0.1-1.1
python-defusedxml 0.7.1-8
python-distro 1.9.0-4
python-dotenv 1.2.2-1
python-fido2 2.1.1-1
python-frozenlist 1.8.0-2.1
python-gnupg 0.5.6-2
python-gobject 3.56.2-1
python-html5lib 1.1-17
python-idna 3.11-2
python-importlib-metadata 9.0.0-1
python-jaraco.classes 3.4.0-3
python-jaraco.context 6.1.2-1
python-jaraco.functools 4.1.0-3
python-jeepney 0.9.0-3
python-jinja 1:3.1.6-3
python-keyring 25.7.0-3
python-lxml 6.0.3-1.1
python-lxml-docs 6.0.3-1.1
python-lxml-html-clean 0.4.4-1
python-markdown 3.10.2-1
python-markupsafe 3.0.3-1.1
python-more-itertools 11.0.1-1
python-multidict 6.7.1-1.1
python-orjson 3.11.8-1.1
python-packaging 26.0-1
python-prettytable 3.17.0-2
python-propcache 0.4.1-2.1
python-protobuf 34.1-1.1
python-proton-core 0.7.0-3
python-proton-keyring-linux 0.2.1-4
python-proton-vpn-api-core 4.18.0-1
python-proton-vpn-local-agent 1.6.1-1.1
python-psutil 7.2.2-1.1
python-pyaml 26.2.1-1
python-pycparser 3.00-1
python-pydantic 2.12.5-4
python-pydantic-core 3:2.41.5-4.1
python-pyelftools 0.32-2
python-pygments 2.20.0-1
python-pynacl 1.6.2-1.1
python-pyopenssl 26.0.0-1
python-pyxdg 0.28-7
python-requests 2.33.1-1
python-secretstorage 3.5.0-1
python-sentry_sdk 2.57.0-1
python-shtab 1.8.0-2
python-six 1.17.0-3
python-soupsieve 2.8.3-1
python-systemd 235-5.1
python-tabulate 0.10.0-1
python-tqdm 4.67.3-1
python-typing-inspection 0.4.2-2
python-typing_extensions 4.15.0-3
python-urllib3 2.6.3-1
python-wcwidth 0.6.0-1
python-webencodings 0.5.1-13
python-xdg-base-dirs 6.0.2-2
python-yaml 6.0.3-2.1
python-yarl 1.23.0-1.1
python-zipp 3.21.0-4
qrencode 4.1.1-4.10
qt6-base 6.11.0-2.1
qt6-translations 6.11.0-1
raider 3.1.0-3.1
raptor 2.0.16-9.1
rate-mirrors 0.28.2-2
rav1e 0.8.1-2.1
re2 2:2025.11.05-3.1
readline 8.3.003-1.1
rebuild-detector 4.4.5-1
reflector 2023-5
resources 1.10.2-1.1
resvg 0.47.0-2.1
ripgrep 15.1.0-2
ripgrep-all 0.10.10-1.1
rocm-core 7.2.1-2.1
rpcbind 1.2.8-1.1
rsync 3.4.1-2.1
rtkit 0.14-1.1
rtmpdump 1:2.6-1.1
rubberband 4.0.0-2.1
runc 1.4.2-1.1
rygel 1:45.1-1.1
s-nail 14.9.25-1.1
samba 2:4.24.0-1.1
sane 1.4.0-4.1
sbc 2.2-1.1
scour 0.38.2-6
scx-manager 1.15.10-2
scx-scheds 1.1.0-1
scx-tools 1.1.0-1.1
sd 1.1.0-1.1
sdl2-compat 2.32.66-1.1
sdl3 3.4.4-1.1
sdl3_ttf 3.2.2-3.2
seatd 0.9.3-1.1
sed 4.9-3.2
semver 7.7.4-1
serd 0.32.8-1.1
sg3_utils 1.48-1.2
shaderc 2026.1-2.1
shadow 4.18.0-1.1
shared-mime-info 2.4-3.1
simdjson 1:4.6.1-1.1
slang 2.3.3-4.1
slirp4netns 1.3.3-1.1
smartmontools 7.5-1.1
smbclient 2:4.24.0-1.1
snappy 1.2.2-3.1
snapshot 50.0-1.1
sndio 1.10.0-1.4
sof-firmware 2025.12.2-1
solanum 6.0.0-2.1
sord 0.16.22-1.1
sound-theme-freedesktop 0.8-6
soundtouch 2.4.0-1.1
spandsp 0.0.6-7
spdlog 1.17.0-2.1
speex 1.2.1-2.1
speexdsp 1.2.1-2.1
spirv-llvm-translator 22.1.1-1.1
spirv-tools 1:1.4.341.0-2.1
sqlite 3.52.0-2
sratom 0.6.22-1.1
srt 1.5.4-1.1
starship 1.24.2-2
startup-notification 0.12-9.1
sudo 1.9.17.p2-2.1
svt-av1 4.1.0-2
svt-hevc 1.5.1-4.1
switcheroo 2.5.2-1.1
sysfsutils 2.1.1-2.2
systemd 260.1-1
systemd-boot-manager 19-2
systemd-libs 260.1-1
systemd-resolvconf 260.1-1
systemd-sysvcompat 260.1-1
taglib 2.2.1-1.1
talloc 2.4.4-1.1
tar 1.35-2.1
tcl 8.6.16-1.1
tdb 1.4.15-1.1
tecla 50.0-1.1
tesseract 5.5.2-1.1
tesseract-data-ben 2:4.1.0-5
tesseract-data-eng 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.1-2.1
texinfo 7.2-1.1
thin-provisioning-tools 1.3.1-1.1
tinysparql 3.11.0-1
tomlplusplus 3.4.0-1.1
totem-pl-parser 3.26.6+r30+g51b8439-2.1
tpm2-tss 4.1.3-1.1
trash-cli 0.24.5.26-3
tree-sitter 0.26.8-1.1
tree-sitter-c 0.24.1-2.1
tree-sitter-lua 0.5.0-3.1
tree-sitter-markdown 0.5.3-2.1
tree-sitter-query 0.8.0-2.1
tree-sitter-vim 0.8.1-3.1
tree-sitter-vimdoc 4.1.0-2.1
tslib 1.24-1.1
ttf-bitstream-vera 1.10-16
ttf-carlito 20230509-2
ttf-dejavu 2.37+18+g9b5d1b2f-8
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-meslo-nerd 3.4.0-2
ttf-ms-fonts 2.0-12
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
twolame 0.4.0-4.1
tzdata 2026a-1.1
uchardet 0.0.8-4.1
udisks2 2.11.1-2.1
ufw 0.36.2-7
ufw-extras 1.1.0-2
unibilium 2.1.2-1.1
unrar 1:7.2.5-1.1
unzip 6.0-23.1
upower 1.91.2-1.1
usb_modeswitch 2.6.2.20251207-1.1
usbmuxd 1.1.1-4.1
usbutils 019-1.1
util-linux 2.42-1
util-linux-libs 2.42-1
v4l-utils 1.32.0-2.1
vapoursynth 73-2.1
vid.stab 1.1.1-2.1
video-trimmer 25.03-2.1
visual-studio-code-bin 1.115.0-1
vmaf 3.1.0-1.1
volume_key 0.3.12-12.1
vulkan-icd-loader 1.4.341.0-1.1
vulkan-mesa-implicit-layers 2:26.0.4-2
vulkan-radeon 2:26.0.4-2
vulkan-tools 1.4.341.0-2.1
wavpack 5.9.0-1.1
wayland 1.24.0-1.1
wayland-protocols 1.48-1
webkit2gtk-4.1 2.52.1-1
webkitgtk-6.0 2.52.1-1.1
webrtc-audio-processing-1 1.3-5.1
wget 1.25.0-3.1
which 2.23-1.1
whois 5.6.6-1.1
wildmidi 0.4.6-1.1
wireguard-tools 1.0.20260223-1.1
wireless-regdb 2026.02.04-1
wireplumber 0.5.14-1.1
wl-clip-persist 0.5.0-2.1
wl-clipboard 1:2.3.0-1.1
woff2 1.0.2-6.1
wpa_supplicant 2:2.11-5.1
wsdd 0.9-2
x264 3:0.165.r3222.b35605a-2.1
x265 4.1-1.1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2.2
xcb-util-cursor 0.1.6-1.1
xcb-util-errors 1.0.1-2.1
xcb-util-image 0.4.1-3.1
xcb-util-keysyms 0.4.1-5.1
xcb-util-renderutil 0.3.10-2.1
xcb-util-wm 0.4.2-2.1
xdg-dbus-proxy 0.1.7-1.1
xdg-desktop-portal 1.20.3-2.1
xdg-desktop-portal-gnome 50.0-1.1
xdg-desktop-portal-gtk 1.15.3-1.1
xdg-user-dirs 0.19-2.1
xdg-user-dirs-gtk 0.16-1.1
xdg-utils 1.2.1-2
xf86-video-amdgpu 25.0.0-1.1
xfsprogs 6.19.0-1.1
xkeyboard-config 2.47-1
xl2tpd 1.3.20-1.1
xorg-fonts-encodings 1.1.0-2
xorg-server-common 21.1.21-1.1
xorg-setxkbmap 1.3.5-1.1
xorg-xkbcomp 1.5.0-1.1
xorg-xprop 1.2.8-1.1
xorg-xwayland 24.1.9-1.1
xorgproto 2025.1-1
xvidcore 1.3.7-3.1
xxhash 0.8.3-1
xz 5.8.3-1
yajl 2.1.0-6.1
yay 12.5.7-1
yazi 26.1.22-4
yelp 49.0-1.1
yelp-xsl 49.0-1
yt-dlp 2026.03.17-1
yt-dlp-ejs 0.8.0-1
yyjson 0.12.0-1.1
zbar 0.23.93-5.1
zed 0.231.1-1.1
zeromq 4.3.5-3.1
zimg 3.0.6-1.1
zint 2.16.0-1.1
zip 3.0-12.1
zix 0.8.0-1.1
zlib-ng 2.3.3-2
zlib-ng-compat 2.3.3-2
zoxide 0.9.9-2.1
zram-generator 1.2.1-1.1
zstd 1.5.7-2
zvbi 0.2.44-1.1
zxing-cpp 3.0.2-1.1
